country_txt,gname
Ethiopia,Unknown
Somalia,Unknown
Colombia,Revolutionary Armed Forces of Colombia (FARC)
Colombia,Revolutionary Armed Forces of Colombia (FARC)
Kenya,Sabaot tribesmen
Lebanon,Hezbollah
South Africa,Unknown
Peru,Shining Path (SL)
Cameroon,Unknown
Israel,Unknown
Pakistan,Unknown
Philippines,Unknown
Philippines,Unknown
South Africa,Unknown
South Africa,Unknown
South Africa,Unknown
United Kingdom,Irish National Liberation Army (INLA)
Colombia,Unknown
Ethiopia,Unknown
India,Sikh Extremists
India,Sikh Extremists
Peru,Tupac Amaru Revolutionary Movement (MRTA)
Peru,Shining Path (SL)
Bosnia-Herzegovina,Moslem Paramilitary Group
Bosnia-Herzegovina,Unknown
Colombia,Revolutionary Armed Forces of Colombia (FARC)
Colombia,Revolutionary Armed Forces of Colombia (FARC)
India,Kashmiri Militants
Japan,Association for the Enhancement of the Justice of the Great Japan
Lebanon,Hezbollah
Moldova,Russian separatists
South Africa,Unknown
South Africa,Inkatha Freedom Party (IFP)
South Africa,Unknown
Turkey,Kurdistan Workers' Party (PKK)
Moldova,Ethnic Russian Separatists
Azerbaijan,Unknown
South Africa,Unknown
Turkey,Unknown
Turkey,Kurdistan Workers' Party (PKK)
Cyprus,Unknown
United Kingdom,Irish Republican Army (IRA)
Lebanon,Unknown
Lebanon,Hezbollah
Sri Lanka,Liberation Tigers of Tamil Eelam (LTTE)
Turkey,Kurdistan Workers' Party (PKK)
Egypt,Muslim Fundamentalists
United Kingdom,Ulster Freedom Fighters (UFF)
United Kingdom,Ulster Volunteer Force (UVF)
Peru,Shining Path (SL)
West Bank and Gaza Strip,Palestinians
West Bank and Gaza Strip,Palestinians
Turkey,Kurdistan Workers' Party (PKK)
United States,Anti-Government Group
India,Sikh Extremists
Colombia,National Liberation Army of Colombia (ELN)
Colombia,National Liberation Army of Colombia (ELN)
Peru,Unknown
Turkey,Unknown
Malaysia,Unknown
Turkey,Kurdistan Workers' Party (PKK)
Turkey,Kurdistan Workers' Party (PKK)
Turkey,Kurdistan Workers' Party (PKK)
Turkey,Kurdistan Workers' Party (PKK)
Turkey,Kurdistan Workers' Party (PKK)
Turkey,Unknown
Turkey,Dev Sol
Turkey,Kurdistan Workers' Party (PKK)
Turkey,Dev Sol
Turkey,Unknown
India,Sikh Extremists
United Kingdom,Irish Republican Army (IRA)
Ethiopia,Oromo Liberation Front
Ethiopia,Oromo Liberation Front
Kenya,Sabaot Tribe
Algeria,Muslim Fundamentalists
Colombia,Unknown
United Kingdom,Irish Republican Army (IRA)
Germany,Kurdistan Workers' Party (PKK)
Germany,Unknown
Moldova,Dnester region guerrilas
Sri Lanka,Liberation Tigers of Tamil Eelam (LTTE)
Turkey,Kurdistan Workers' Party (PKK)
South Africa,Unknown
Peru,Unknown
Peru,Unknown
Peru,Unknown
Peru,Unknown
Peru,Shining Path (SL)
Peru,Shining Path (SL)
Algeria,Muslim Fundamentalists
Colombia,National Liberation Army of Colombia (ELN)
Peru,Shining Path (SL)
Philippines,Muslim Militants
Yemen,Unknown
Germany,Kurdistan Workers' Party (PKK)
El Salvador,Unknown
South Africa,Unknown
South Africa,Unknown
Turkey,Unknown
Turkey,Dev Sol
Lebanon,Unknown
Germany,Neo-Nazi Group
Peru,Tupac Amaru Revolutionary Movement (MRTA)
United Kingdom,Muslim Fundamentalists
Afghanistan,Harakat-i-Inqilahi-i-Islami
France,Iparretarrak (IK)
Peru,Unknown
Turkey,Unknown
Turkey,Unknown
Turkey,Unknown
Turkey,Unknown
Turkey,Unknown
Turkey,Unknown
Turkey,Dev Sol
Azerbaijan,Unknown
Peru,Unknown
Turkey,Unknown
Guatemala,Unknown
Guatemala,Unknown
India,Unknown
Turkey,Unknown
Venezuela,Unknown
Venezuela,Central University students
Argentina,Unknown
Colombia,Unknown
Nicaragua,Recontras
Nicaragua,Recontras
Nicaragua,Recontras
Spain,Basque Fatherland and Freedom (ETA)
Thailand,Unknown
Morocco,Unknown
India,Sikh Extremists
Nicaragua,Recontras
Philippines,Unknown
Philippines,Unknown
India,Sikh Extremists
Panama,Narco-Terrorists
India,Kashmiri Militants
Rwanda,Unknown
United States,Anti-Abortion Activists
Bangladesh,Unknown
Yemen,Unknown
India,Sikh Extremists
Israel,Unknown
Peru,Unknown
India,Kashmiri Militants
India,Kashmiri Militants
India,Kashmiri Militants
India,Kashmiri Militants
India,Kashmiri Militants
India,Kashmiri Militants
India,Kashmiri Militants
India,Kashmiri Militants
Egypt,"Militant Islamic Group, name not stated"
India,Unknown
Turkey,Kurdistan Workers' Party (PKK)
United Kingdom,Irish Republican Army (IRA)
United Kingdom,Irish Republican Army (IRA)
Peru,Unknown
India,Sikh Extremists
Iran,Unknown
Philippines,New People's Army (NPA)
Philippines,New People's Army (NPA)
South Africa,African National Congress (South Africa)
Turkey,Dev Sol
Turkey,Kurdistan Workers' Party (PKK)
India,Sikh Extremists
United Kingdom,Protestant Extremists
Peru,Unknown
Peru,Unknown
Peru,Unknown
Taiwan,Unknown
Taiwan,Unknown
Taiwan,Unknown
Cameroon,Muslim Militants
Liberia,Unknown
Nicaragua,Recontras
Sri Lanka,Liberation Tigers of Tamil Eelam (LTTE)
Algeria,Muslim Fundamentalists
Algeria,Islamic Salvation Front (FIS)
Angola,Unknown
Chile,United Popular Action Movement
United Kingdom,Ulster Volunteer Force (UVF)
South Africa,Unknown
Turkey,Kurdistan Workers' Party (PKK)
Greece,Unknown
Guatemala,Unknown
Guatemala,Unknown
Taiwan,Unknown
Uruguay,Artigas Guard Commando
Argentina,Unknown
West Bank and Gaza Strip,Palestinians
South Africa,Unknown
South Africa,Unknown
Sri Lanka,Muslims
Sri Lanka,Muslims
Turkey,Unknown
Turkey,Kurdistan Workers' Party (PKK)
Turkey,Kurdistan Workers' Party (PKK)
Turkey,Kurdistan Workers' Party (PKK)
Philippines,New People's Army (NPA)
Philippines,New People's Army (NPA)
Philippines,New People's Army (NPA)
Philippines,New People's Army (NPA)
Bosnia-Herzegovina,Unknown
Bosnia-Herzegovina,Unknown
Bosnia-Herzegovina,Unknown
Spain,First of October Antifascist Resistance Group (GRAPO)
Spain,First of October Antifascist Resistance Group (GRAPO)
Chile,Red Dawn Front (Frente Amanecer Rojo)
Mozambique,Unknown
Panama,Unknown
Turkey,Dev Sol
Turkey,Kurdistan Workers' Party (PKK)
Turkey,Kurdistan Workers' Party (PKK)
Romania,Unknown
Argentina,People's Revolutionary Organization
Argentina,People's Revolutionary Organization
Croatia,Unknown
Germany,Anarchists
United Kingdom,Irish Republican Army (IRA)
United Kingdom,Irish Republican Army (IRA)
Rwanda,Unknown
Rwanda,Unknown
Uruguay,Juan Antonio Lavalleja Command
Egypt,Islamist Extremists
Peru,Shining Path (SL)
Afghanistan,Unknown
Algeria,Islamic Salvation Front (FIS)
Philippines,Unknown
Turkey,Unknown
Turkey,Dev Sol
Peru,Shining Path (SL)
Rwanda,Unknown
Rwanda,Rwanda Patriotic Front (RPF)
Afghanistan,Unknown
Afghanistan,Unknown
Algeria,Islamic Salvation Front (FIS)
Haiti,Unknown
Colombia,Unknown
Colombia,Simon Bolivar Guerrilla Coordinating Board (CGSB)
Colombia,Simon Bolivar Guerrilla Coordinating Board (CGSB)
Colombia,Simon Bolivar Guerrilla Coordinating Board (CGSB)
Colombia,Simon Bolivar Guerrilla Coordinating Board (CGSB)
Pakistan,Dacoits
Colombia,Unknown
Equatorial Guinea,Unknown
Philippines,Unknown
Greece,Unknown
Algeria,Islamist Extremists
Colombia,Popular Liberation Army (EPL)
Peru,Shining Path (SL)
Tajikistan,Unknown
Turkey,Kurdistan Workers' Party (PKK)
Turkey,Unknown
Turkey,Dev Sol
Turkey,Unknown
Egypt,Muslim Fundamentalists
United Kingdom,Irish People's Liberation Organization (IPLO)
Togo,Unknown
Algeria,Unknown
Algeria,Unknown
Algeria,Unknown
Algeria,Islamic Salvation Front (FIS)
Bolivia,Unknown
Bolivia,Unknown
Bolivia,Kolla Benjo Cruz Command
Colombia,Unknown
Colombia,Unknown
Colombia,Unknown
Algeria,Islamic Salvation Front (FIS)
Algeria,Muslim Fundamentalists
Nicaragua,Recontras
Panama,Unemployed Persons
Sri Lanka,Liberation Tigers of Tamil Eelam (LTTE)
Iraq,Hamawand Tribe
Turkey,Turkish Communist Workers Party
Colombia,National Liberation Army of Colombia (ELN)
Colombia,National Liberation Army of Colombia (ELN)
Colombia,National Liberation Army of Colombia (ELN)
Colombia,National Liberation Army of Colombia (ELN)
Colombia,National Liberation Army of Colombia (ELN)
Colombia,National Liberation Army of Colombia (ELN)
Colombia,National Liberation Army of Colombia (ELN)
Colombia,National Liberation Army of Colombia (ELN)
Colombia,National Liberation Army of Colombia (ELN)
Colombia,National Liberation Army of Colombia (ELN)
Colombia,National Liberation Army of Colombia (ELN)
Colombia,National Liberation Army of Colombia (ELN)
Colombia,National Liberation Army of Colombia (ELN)
Algeria,Islamic Salvation Front (FIS)
Colombia,Unknown
India,Unknown
Iraq,Islamic Mujahidin
Iraq,Islamic Mujahidin
Philippines,New People's Army (NPA)
South Africa,Unknown
South Africa,Unknown
South Africa,Unknown
Turkey,Unknown
Turkey,Dev Sol
Algeria,Islamic Salvation Front (FIS)
Algeria,Islamic Salvation Front (FIS)
Guatemala,Guatemalan National Revolutionary Unity (URNG)
Philippines,Unknown
Rwanda,Rwanda Patriotic Front (RPF)
Costa Rica,Pirates
India,Unknown
Kuwait,Muslim Fundamentalists
Malawi,Anti-government rioters
Malawi,Unknown
Pakistan,Dacoits
Peru,Shining Path (SL)
South Africa,African National Congress (South Africa)
South Africa,Unknown
Turkey,Unknown
Turkey,Dev Sol
West Bank and Gaza Strip,Israeli Settler
Pakistan,Unknown
Philippines,Unknown
Philippines,Unknown
Philippines,Unknown
Chile,Red Dawn Front (Frente Amanecer Rojo)
India,Sikh Extremists
Pakistan,Unknown
Pakistan,nationalist students
Sweden,Unknown
Turkey,Unknown
Algeria,Unknown
India,Sikh Extremists
Liberia,Unknown
Rwanda,National Republican Movement for Democracy and Development (MRND)
Sri Lanka,Liberation Tigers of Tamil Eelam (LTTE)
Mozambique,Mozambique National Resistance Movement (MNR)
South Africa,Unknown
Turkey,Dev Sol
Algeria,Islamist Extremists
Germany,Left-Wing Demonstrators
Germany,Left-Wing Demonstrators
Guatemala,Unknown
United Kingdom,Irish Republican Army (IRA)
Philippines,Unknown
Algeria,Islamist Extremists
Bangladesh,Jamaat-E-Islami (Bangladesh)
Guatemala,Unknown
Honduras,Cinchoneros Popular Liberation Movement
India,Naga People
Pakistan,Jamaat-E-Islami (India/Pakistan)
Pakistan,Unknown
Bangladesh,Shanti Bahini - Peace Force
India,Shiite Muslims
Pakistan,Sindhi nationalists
Philippines,New People's Army (NPA)
South Africa,Unknown
Algeria,Islamist Extremists
Germany,Left-Wing Demonstrators
Honduras,Cinchoneros Popular Liberation Movement
Pakistan,Sindhi nationalists
Pakistan,Sindhi nationalists
Peru,Shining Path (SL)
Peru,Shining Path (SL)
Peru,Unknown
Philippines,Unknown
South Africa,Unknown
United Kingdom,Irish Republican Army (IRA)
Lebanon,Unknown
Pakistan,Al-Zulfikar
Peru,Unknown
Philippines,Unknown
Togo,Unknown
Yemen,Unknown
Algeria,Islamist Extremists
India,Sikh Extremists
Philippines,Unknown
Algeria,Islamist Extremists
Colombia,Revolutionary Armed Forces of Colombia (FARC)
Colombia,Revolutionary Armed Forces of Colombia (FARC)
Colombia,Revolutionary Armed Forces of Colombia (FARC)
Colombia,Revolutionary Armed Forces of Colombia (FARC)
Colombia,Revolutionary Armed Forces of Colombia (FARC)
Guatemala,Unknown
South Africa,Youth for Revolution
United Kingdom,Irish Republican Army (IRA)
Bangladesh,Jamaat-E-Islami (Bangladesh)
Ecuador,Pirates
India,Sikh Extremists
South Africa,Unknown
Tajikistan,Armed People
Turkey,Kurdistan Workers' Party (PKK)
Uzbekistan,Unknown
West Bank and Gaza Strip,Palestinians
South Africa,Unknown
Algeria,Unknown
Peru,Shining Path (SL)
Philippines,New People's Army (NPA)
Philippines,New People's Army (NPA)
Philippines,New People's Army (NPA)
Philippines,New People's Army (NPA)
Philippines,Bodyguards of Muslim Warlord Governor Tupay Loong
South Africa,Unknown
Togo,Unknown
Togo,Unknown
Philippines,New People's Army (NPA)
Bangladesh,Shanti Bahini - Peace Force
Israel,Popular Front for the Liberation of Palestine (PFLP)
Peru,Unknown
Philippines,New People's Army (NPA)
Germany,Neo-Nazi Group
Sri Lanka,Liberation Tigers of Tamil Eelam (LTTE)
Honduras,Unknown
Israel,Hamas (Islamic Resistance Movement)
Poland,Unknown
Turkey,Dev Sol
Colombia,Unknown
Honduras,Unknown
Somalia,Unknown
Peru,Shining Path (SL)
Sri Lanka,Liberation Tigers of Tamil Eelam (LTTE)
Mozambique,Mozambique National Resistance Movement (MNR)
Latvia,Unknown
Peru,Shining Path (SL)
Peru,Unknown
Algeria,Muslim Fundamentalists
Bangladesh,Burmese refugees
Colombia,National Liberation Army of Colombia (ELN)
Colombia,National Liberation Army of Colombia (ELN)
Latvia,Latvian Republic Volunteer Troops
Mozambique,Mozambique National Resistance Movement (MNR)
Nigeria,Anti-Government Group
Peru,Shining Path (SL)
Peru,Shining Path (SL)
Peru,Shining Path (SL)
Peru,Shining Path (SL)
Philippines,New People's Army (NPA)
Philippines,New People's Army (NPA)
South Korea,Student Radicals
West Bank and Gaza Strip,Hamas (Islamic Resistance Movement)
South Africa,Unknown
Argentina,Unknown
Chile,United Popular Action Movement
France,Unknown
France,Unknown
France,Unknown
Nigeria,Unknown
Yemen,Unknown
Azerbaijan,Opposition Group
India,Sikh Extremists
India,Al-Umar Mujahideen
Lithuania,Lithuanian Land Guard
Peru,Shining Path (SL)
Philippines,New People's Army (NPA)
Philippines,Unknown
Turkey,Kurdistan Workers' Party (PKK)
Bangladesh,Shanti Bahini - Peace Force
Mozambique,Mozambique National Resistance Movement (MNR)
Sri Lanka,Liberation Tigers of Tamil Eelam (LTTE)
Bolivia,Manuel Ascencio Padilla Group
Chile,United Popular Action Movement
Colombia,National Liberation Army of Colombia (ELN)
Colombia,National Liberation Army of Colombia (ELN)
Chile,United Popular Action Movement
India,Sikh Extremists
India,Muslim Militants
India,Sikh Extremists
Turkey,Kurdistan Workers' Party (PKK)
Brazil,Unknown
China,Unknown
Israel,Hamas (Islamic Resistance Movement)
Nepal,United People's Front
Peru,Shining Path (SL)
Colombia,Simon Bolivar Guerrilla Coordinating Board (CGSB)
Colombia,Simon Bolivar Guerrilla Coordinating Board (CGSB)
Colombia,Simon Bolivar Guerrilla Coordinating Board (CGSB)
Iraq,Unknown
United Kingdom,Irish Republican Army (IRA)
Brazil,Unknown
Liberia,National Democratic Front of Liberia
Nigeria,Katap Ethic Group
Nigeria,Hauso Ethnic Group
United Kingdom,Unknown
Pakistan,Unknown
India,Unknown
Japan,Unknown
Peru,Shining Path (SL)
Peru,Shining Path (SL)
Peru,Shining Path (SL)
Haiti,Unknown
Nigeria,rioters
Bosnia-Herzegovina,Serbian irregulars
India,Unknown
Pakistan,Unknown
Peru,Shining Path (SL)
India,Babbar Khalsa International (BKI)
Algeria,Muslim Fundamentalists
Bangladesh,Shanti Bahini - Peace Force
Bangladesh,Hill Students Council
El Salvador,Death Squad
Peru,Shining Path (SL)
Philippines,Unknown
South Africa,Unknown
Canada,Unknown
Chile,Unknown
France,Unknown
France,Unknown
Guatemala,Unknown
Honduras,Patriotic Morazanista Front (FPM)
Egypt,Muslim Extremists
Guatemala,Unknown
Honduras,Patriotic Morazanista Front (FPM)
South Africa,Unknown
Venezuela,Colombian Guerrillas
Philippines,Unknown
South Africa,Unknown
South Africa,Unknown
Brazil,Unknown
Peru,Shining Path (SL)
Thailand,Anti-Government Demonstrators
Algeria,Muslim Fundamentalists
Algeria,Islamist Extremists
Bosnia-Herzegovina,Unknown
Colombia,Revolutionary Armed Forces of Colombia (FARC)
Colombia,Revolutionary Armed Forces of Colombia (FARC)
Georgia,Georgian Militants
India,Smugglers and Elephant Poachers
Iran,Mujahedin-e Khalq (MEK)
Kuwait,Unknown
South Africa,Unknown
South Africa,Unknown
Peru,Unknown
Peru,Unknown
Chile,Chilean Committee of Support for the Peruvian Revolution
China,Mob
Nigeria,Igbo tribal group
Peru,Shining Path (SL)
Peru,Shining Path (SL)
South Africa,Unknown
Sri Lanka,Liberation Tigers of Tamil Eelam (LTTE)
Turkey,Kurdistan Workers' Party (PKK)
Turkey,Kurdistan Workers' Party (PKK)
Turkey,Kurdistan Workers' Party (PKK)
Turkey,Kurdistan Workers' Party (PKK)
Turkey,Kurdistan Workers' Party (PKK)
Pakistan,Unknown
Bangladesh,Shanti Bahini - Peace Force
Israel,Unknown
Japan,Unknown
Colombia,National Liberation Army of Colombia (ELN)
Colombia,Unknown
Colombia,Unknown
Colombia,Unknown
Colombia,Unknown
Colombia,Unknown
Colombia,Unknown
Colombia,Unknown
France,Corsican National Liberation Front (FLNC)
Guatemala,Unknown
Guatemala,Unknown
Algeria,Muslim Fundamentalists
Turkey,Kurdistan Workers' Party (PKK)
Haiti,Unknown
Haiti,Unknown
Haiti,Unknown
Italy,Mafia
Kuwait,Muslim Fundamentalists
Colombia,National Liberation Army of Colombia (ELN)
Colombia,Unknown
Peru,Shining Path (SL)
Algeria,Muslim Fundamentalists
Algeria,Muslim Fundamentalists
Algeria,Muslim Fundamentalists
Kenya,United Somali Congress
Turkey,Kurdistan Workers' Party (PKK)
Turkey,Kurdistan Workers' Party (PKK)
Thailand,Unknown
India,Sikh Extremists
Israel,Unknown
Thailand,Unknown
India,Liberation Tigers of Tamil Eelam (LTTE)
Spain,Basque Fatherland and Freedom (ETA)
Spain,Basque Fatherland and Freedom (ETA)
Colombia,Revolutionary Armed Forces of Colombia (FARC)
Niger,Tuareg Guerrillas
Philippines,New People's Army (NPA)
Philippines,Muslim Separatists
Philippines,Muslim Separatists
Sri Lanka,Liberation Tigers of Tamil Eelam (LTTE)
Bangladesh,Shanti Bahini - Peace Force
India,Sikh Extremists
India,Sikh Extremists
India,Sikh Extremists
India,Sikh Extremists
Kenya,Muslim Youth
Spain,Terra Lliure
Spain,Terra Lliure
Zimbabwe,Unknown
India,Hizbul Mujahideen (HM)
Kenya,Islamic Party of Kenya (IPK)
Kenya,Islamic Party of Kenya (IPK)
Peru,Unknown
Turkey,Kurdistan Workers' Party (PKK)
Canada,Unknown
Haiti,Unknown
Philippines,Muslim Rebels
Colombia,National Liberation Army of Colombia (ELN)
Ecuador,Heroes of Canto Grande
Kenya,Unknown
Spain,Unknown
Spain,Basque Fatherland and Freedom (ETA)
Bolivia,Shining Path (SL)
Haiti,Unknown
Peru,Shining Path (SL)
Philippines,Unknown
Turkey,Kurdistan Workers' Party (PKK)
Turkey,Kurdistan Workers' Party (PKK)
Turkey,Kurdistan Workers' Party (PKK)
Azerbaijan,Azerbaijan Guerrillas
Brazil,Unknown
Brazil,Unknown
Algeria,Muslim Fundamentalists
Israel,Palestinians
Kenya,Unknown
Bulgaria,Unknown
Israel,Settlers at Kfar Darom
Lebanon,Hezbollah
Peru,Unknown
Peru,Unknown
Philippines,Unknown
Spain,Basque Fatherland and Freedom (ETA)
Argentina,Unknown
Israel,Settlers at Kfar Darom
Israel,Settlers at Kfar Darom
Lebanon,Hezbollah
Philippines,Unknown
Pakistan,Pakistani People's Party (PPP)
Nepal,Political Group
Nepal,Political Group
United Kingdom,Irish Republican Army (IRA)
Turkey,Kurdistan Workers' Party (PKK)
Turkey,Kurdistan Workers' Party (PKK)
Nigeria,Unknown
Turkey,Kurdistan Workers' Party (PKK)
Colombia,Unknown
Colombia,Unknown
Colombia,Unknown
Colombia,National Liberation Army of Colombia (ELN)
Afghanistan,Unknown
Ecuador,Pirates
Germany,Albanian exiles
Israel,Palestinians
Thailand,Unknown
Colombia,Unknown
Colombia,Unknown
Colombia,Unknown
Colombia,Unknown
Brazil,Unknown
Pakistan,Unknown
Philippines,New People's Army (NPA)
Philippines,New People's Army (NPA)
India,Sikh Extremists
Bangladesh,Shanti Bahini - Peace Force
Bangladesh,Shanti Bahini - Peace Force
Colombia,Revolutionary Armed Forces of Colombia (FARC)
Peru,Shining Path (SL)
Philippines,Unknown
Philippines,"Supporters, House Speaker Ramon Mitra"
Sri Lanka,Liberation Tigers of Tamil Eelam (LTTE)
Israel,Palestinians
Pakistan,Sunni Muslims
Pakistan,Shiite Muslims
France,Basque Militants
France,Basque Militants
Pakistan,Unknown
Colombia,Revolutionary Armed Forces of Colombia (FARC)
Papua New Guinea,Unknown
Nepal,Unknown
Colombia,National Liberation Army of Colombia (ELN)
Colombia,Unknown
Colombia,Unknown
Colombia,Unknown
Colombia,Simon Bolivar Guerrilla Coordinating Board (CGSB)
Colombia,Simon Bolivar Guerrilla Coordinating Board (CGSB)
Colombia,Simon Bolivar Guerrilla Coordinating Board (CGSB)
Colombia,Simon Bolivar Guerrilla Coordinating Board (CGSB)
Algeria,Muslim Fundamentalists
Sri Lanka,Liberation Tigers of Tamil Eelam (LTTE)
Turkey,Unknown
Pakistan,Unknown
Turkey,Kurdistan Workers' Party (PKK)
Colombia,Unknown
Colombia,National Liberation Army of Colombia (ELN)
Afghanistan,Hezb-e Wahdat-e Islami-yi Afghanistan
Bosnia-Herzegovina,Serbian irregulars
